"country","founded","id","industry","linkedin_url","locality","name","region","size","website"
"","2006","medborgarpress-stockholm-ab","newspapers","linkedin.com/company/medborgarpress-stockholm-ab","","medborgarpress stockholm ab","","1-10","sodrasidan.se"
"united states","2006","global-press-co","newspapers","linkedin.com/company/global-press-co","washington","global press","district of columbia","51-200","globalpress.co"
"france","2006","esprit-métis","newspapers","linkedin.com/company/esprit-métis","bordeaux","esprit métis","nouvelle-aquitaine","11-50","espritmetis.com"
"united states","2006","san-diego-uptown-news","newspapers","linkedin.com/company/san-diego-uptown-news","san diego","san diego uptown news","california","11-50",""
"united kingdom","2006","first-news","newspapers","linkedin.com/company/first-news","london","first news","england","11-50","firstnews.co.uk"
"belgium","2006","klassiek-centraal","newspapers","linkedin.com/company/klassiek-centraal","mechelen","klassiek centraal","antwerpen","11-50","klassiek-centraal.be"
"lebanon","2006","libnanews","newspapers","linkedin.com/company/libnanews","","libnanews","beyrouth","1-10","libnanews.com"
"","2005","tirana-times","newspapers","linkedin.com/company/tirana-times","","tirana times","","1-10","tiranatimes.com"
"india","2005","the-scholars'-avenue","newspapers","linkedin.com/company/the-scholars'-avenue","kharagpur","the scholars' avenue","west bengal","11-50","scholarsavenue.org"
"united states","2005","cumberland-business-journal","newspapers","linkedin.com/company/cumberland-business-journal","cookeville","cumberland business journal","tennessee","11-50","ucbjournal.com"
"brazil","2005","criar-comunicação-integrada","newspapers","linkedin.com/company/criar-comunicação-integrada","","criar comunicação integrada","","11-50","criarcomunica.com.br"
"turkey","2005","aujourd-hui-la-turquie","newspapers","linkedin.com/company/aujourd-hui-la-turquie","","aujourd'hui la turquie","istanbul","51-200","aujourdhuilaturquie.com"
"united states","2005","-korea-herald-business-daily","newspapers","linkedin.com/company/-korea-herald-business-daily","los angeles","미주헤럴드경제 korea herald business daily","california","11-50","koreaheraldbiz.com"
"portugal","2005","oitava-colina-escs","newspapers","linkedin.com/company/oitava-colina-escs","benfica","8ª colina","lisboa","11-50","oitavacolina.escs.ipl.pt"
"norway","2005","mobile-business-magazine","newspapers","linkedin.com/company/mobile-business-magazine","","mobile business magazine","oslo","1-10","mobizmag.no"
"united states","2005","cascadiaweeklynews","newspapers","linkedin.com/company/cascadiaweeklynews","bellingham","cascadia weekly","washington","1-10",""
"united states","2005","greater-fort-wayne-business-weekly","newspapers","linkedin.com/company/greater-fort-wayne-business-weekly","fort wayne","greater fort wayne business weekly","indiana","51-200","fwbusiness.com"
"united states","2005","york-newspaper-company","newspapers","linkedin.com/company/york-newspaper-company","","york newspaper company","","201-500","seetechsystems.com"
"poland","2005","creatio-fantastica","newspapers","linkedin.com/company/creatio-fantastica","","czasopismo popularnonaukowe ""creatio fantastica""","","11-50","creatiofantastica.com"
"united states","2005","the-brandeis-hoot","newspapers","linkedin.com/company/the-brandeis-hoot","waltham","the brandeis hoot","massachusetts","11-50","brandeishoot.com"
"","2005","danlgardner.com","newspapers","linkedin.com/company/danlgardner.com","","danlgardner.com","","1-10","danlgardner.com"
"canada","2005","diffumag","newspapers","linkedin.com/company/diffumag","","diffumag","","11-50","diffumag.ca"
"united states","2005","rvamag","newspapers","linkedin.com/company/rvamag","richmond","rva magazine","virginia","1-10","rvamag.com"
"spain","2005","elplural-com","newspapers","linkedin.com/company/elplural-com","","elplural.com","madrid","1-10","elplural.com"
"united states","2005","mining-news-north","newspapers","linkedin.com/company/mining-news-north","anchorage","north of 60 mining news","alaska","1-10","miningnewsnorth.com"
"monaco","2005","observateur-monaco","newspapers","linkedin.com/company/observateur-monaco","monaco","l'observateur de monaco","commune de monaco","1-10","lobservateurdemonaco.mc"
"united states","2005","22nd_century_media_llc","newspapers","linkedin.com/company/22nd_century_media_llc","orland park","22nd century media llc","illinois","11-50","22ndcenturymedia.com"
"","2005","atlanta-trend","newspapers","linkedin.com/company/atlanta-trend","","atlanta trend","","1-10","atlantatrend.org"
"united states","2005","the-weekly-sentinel","newspapers","linkedin.com/company/the-weekly-sentinel","","the weekly sentinel","","1-10","theweeklysentinel.com"
"united states","2005","texas-border-business","newspapers","linkedin.com/company/texas-border-business","mcallen","texas border business","texas","1-10","texasborderbusiness.com"
"united states","2005","warrior-media-inc-","newspapers","linkedin.com/company/warrior-media-inc-","milwaukee","warrior media, inc.","wisconsin","11-50","thewarrior.org"
"united kingdom","2005","essentially-local","newspapers","linkedin.com/company/essentially-local","","essentially local","northamptonshire","1-10","essentiallylocal.co.uk"
"romania","2005","saptamana-financiara","newspapers","linkedin.com/company/saptamana-financiara","bucharest","saptamana financiara","bucuresti","51-200","sfin.ro"
"morocco","2005","geomedia-maroc","newspapers","linkedin.com/company/geomedia-maroc","","groupe geomedia","","11-50","geomedia.ma"
"luxembourg","2005","dsb-communication","newspapers","linkedin.com/company/dsb-communication","eischen","dsb communication","luxembourg","1-10","dsb.lu"
"","2005","adindex-ru","newspapers","linkedin.com/company/adindex-ru","","adindex.ru","","11-50","adindex.ru"
"","2005","gazetaexpress","newspapers","linkedin.com/company/gazetaexpress","","gazeta express","","201-500","gazetaexpress.com"
"germany","2005","hospitalityinside","newspapers","linkedin.com/company/hospitalityinside","augsburg","hospitalityinside","bavaria","1-10","hospitalityinside.com"
"poland","2005","music-press","newspapers","linkedin.com/company/music-press","pomorskie","international music press","zachodniopomorskie","11-50","topguitar.pl"
"italy","2005","the-florentine","newspapers","linkedin.com/company/the-florentine","","the florentine","","1-10","theflorentine.net"
"nigeria","2005","opportunities-across-the-globe","newspapers","linkedin.com/company/opportunities-across-the-globe","","opps hub","","1-10","oppshub.com"
"","2005","luna-y-sol","newspapers","linkedin.com/company/luna-y-sol","","luna y sol","","1-10","lunaysol.net"
"italy","2005","quotidiano-energia","newspapers","linkedin.com/company/quotidiano-energia","","quotidiano energia","","11-50","quotidianoenergia.it"
"germany","2005","emzet-depeschen","newspapers","linkedin.com/company/emzet-depeschen","","emzet~depeschen","","1-10","michael-zick.de"
"united states","2005","yes-weekly-newspaper","newspapers","linkedin.com/company/yes-weekly-newspaper","greensboro","yes! weekly newspaper","north carolina","11-50","yesweekly.com"
"brazil","2005","correio-do-litoral.com","newspapers","linkedin.com/company/correio-do-litoral.com","","correio do litoral.com","parana","1-10","correiodolitoral.com"
"united states","2005","bluffton-today","newspapers","linkedin.com/company/bluffton-today","bluffton","bluffton today","south carolina","11-50","blufftontoday.com"
"belgium","2005","mediafin","newspapers","linkedin.com/company/mediafin","brussels","mediafin","brussels hoofdstedelijk gewest","201-500","mediafin.be"
"france","2005","philoeditions","newspapers","linkedin.com/company/philoeditions","paris","philo éditions","ile-de-france","11-50","philomag.com"
"spain","2005","furgosfera-magazine","newspapers","linkedin.com/company/furgosfera-magazine","mataro","furgosfera magazine","catalonia","1-10","furgosfera.com"
"united states","2005","rio-grande-guardian","newspapers","linkedin.com/company/rio-grande-guardian","mcallen","rio grande guardian","texas","11-50","riograndeguardian.com"
"belgium","2005","frontview-magazine","newspapers","linkedin.com/company/frontview-magazine","antwerpen","frontview magazine","flanders","51-200","frontview-magazine.be"
"united states","2005","voice-of-san-diego","newspapers","linkedin.com/company/voice-of-san-diego","san diego","voice of san diego","california","11-50","voiceofsandiego.org"
"united states","2005","williamson-herald","newspapers","linkedin.com/company/williamson-herald","franklin","williamson herald","tennessee","11-50","williamsonherald.com"
"sweden","2005","fokus-nyhetsmagasin","newspapers","linkedin.com/company/fokus-nyhetsmagasin","stockholm","fokus – sveriges nyhetsmagasin","stockholms lan","11-50","fokus.se"
"italy","2005","undicidue-s.r.l.","newspapers","linkedin.com/company/undicidue-s.r.l.","roma","undicidue s.r.l.","veneto","11-50","terranews.it"
"czechia","2005","design-portál","newspapers","linkedin.com/company/design-portál","","design portál","","1-10","designportal.cz"
"india","2005","ibt-media-in","newspapers","linkedin.com/company/ibt-media-in","bengaluru","international business times, india edition","karnataka","51-200","ibtimes.co.in"
"united states","2005","jewish-voice","newspapers","linkedin.com/company/jewish-voice","new york","jewish voice","new york","11-50","jewishvoiceny.com"
"morocco","2005","perspectives-med","newspapers","linkedin.com/company/perspectives-med","","perspectives med","casablanca-settat","1-10","perspectivesmed.ma"
"indonesia","2005","koransindo","newspapers","linkedin.com/company/koransindo","jakarta","mnc koran sindo","jakarta","201-500","sindonews.com"
"mexico","2005","publimetro-mexico","newspapers","linkedin.com/company/publimetro-mexico","","publimetro méxico","mexico","51-200","publimetro.com.mx"
"slovakia","2005","techbox","newspapers","linkedin.com/company/techbox","bratislava","techbox","bratislava","11-50","techbox.sk"
"united kingdom","2005","angliya-newspaper","newspapers","linkedin.com/company/angliya-newspaper","london","angliya russian weekly newspaper in uk","england","11-50",""
"united states","2005","stony-brook-independent","newspapers","linkedin.com/company/stony-brook-independent","stony brook","stony brook independent","new york","11-50","sbindependent.org"
"france","2005","zaman-france","newspapers","linkedin.com/company/zaman-france","paris","zaman france","ile-de-france","11-50","zamanfrance.fr"
"iran","2005","iranians-english-daily","newspapers","linkedin.com/company/iranians-english-daily","teheran","iranians english daily","tehran","11-50","iraniansdaily.ir"
"united states","2005","the-undercurrent","newspapers","linkedin.com/company/the-undercurrent","","the undercurrent","california","11-50","the-undercurrent.com"
"ukraine","2005","the-maritime-telegraph","newspapers","linkedin.com/company/the-maritime-telegraph","","the maritime telegraph / морская правда","odessa","1-10","mtelegraph.com"
"russia","2005","автоинструкция","newspapers","linkedin.com/company/автоинструкция","moskva","автоиндустрия.рф/autoindustryrussia","novosibirsk","11-50","ai-media.ru"
"serbia","2005","press-publishing-group","newspapers","linkedin.com/company/press-publishing-group","","press publishing group","","201-500","pressonline.rs"
"netherlands","2005","adnl","newspapers","linkedin.com/company/adnl","rotterdam","ad.nl","zuid-holland","501-1000","ad.nl"
"spain","2005","ounae","newspapers","linkedin.com/company/ounae","","ounae","valencia","1-10","ounae.com"
"united states","2005","losfelizledger","newspapers","linkedin.com/company/losfelizledger","los angeles","los feliz ledger","california","1-10","losfelizledger.com"
"united states","2005","community-impact-newspaper","newspapers","linkedin.com/company/community-impact-newspaper","pflugerville","community impact newspaper","texas","51-200","communityimpact.com"
"austria","2005","foref-europa","newspapers","linkedin.com/company/foref-europa","","foref europa","","1-10","foref.info"
"france","2005","groupe-gratuit-pros-zepros","newspapers","linkedin.com/company/groupe-gratuit-pros-zepros","saint-denis","zepros","ile-de-france","11-50","zepros.fr"
"chile","2005","cáñamo-chile","newspapers","linkedin.com/company/cáñamo-chile","","cáñamo chile","","11-50","canamo.cl"
"united states","2005","upper-cumberland-business-journal","newspapers","linkedin.com/company/upper-cumberland-business-journal","cookeville","upper cumberland business journal","tennessee","1-10",""
"ecuador","2005","el-imperdible","newspapers","linkedin.com/company/el-imperdible","quito","el imperdible","pichincha","51-200","elimperdible.ec"
"canada","2005","kitsilano","newspapers","linkedin.com/company/kitsilano","north vancouver","kitsilano.ca","british columbia","1-10",""
